start	end	text
1931360	1933680	Yeah, no, no, I haven't yet a great question
1935200	1939960	Yeah, yeah, but that's why there wasn't an option. It wasn't an option
1943560	1946800	Yeah, I thought I told you guys sometimes I
1947920	1951880	Think I yeah, maybe someone else I told but yeah
1952880	1960880	Okay, so the consultant says quote as you have seen the balance mindset in the past has enabled him to become dependent on not only drugs
1960880	1962880	But people and to thus not mature
1966280	1971080	That's a quote from the family consultant advising them on how to deal with you
1972680	1977480	This is around the time. Yeah, this is March of 2014
1978240	1983240	Is this the family is this the one that is a genetic freedom? Yes, this is the terrible genetic freedom. Yeah
1983760	1988400	Yeah, there's something wrong with this woman and my mom there. They had like mobbed up
1989240	1994960	And she was I never met this person and she was consulting my mom for a lot of money per month
1994960	2000600	And she had Freeman was not only a consultant for me to go to rehab. She was a therapist for my mom
2001320	2006560	So everything my mom said she filtered in and then actions were taken toward me
2007080	2010680	So I was she was part of my list of evildoers
2023440	2026880	Speed number six resuming
2027680	2029680	Okay
2032600	2034600	So
2035560	2041520	So in consultation with the consultant therapist
2043280	2049400	Your mom hasn't communicated to you via Altamira that if you're
2050880	2053040	If you manage to get a job outside of rehab
2053040	2058320	They might be willing to supplement your income, but they're not interested in funding some sort of itinerant lifestyle
2058320	2063520	And she instructed the staff at Altamira to inform you that if you left the facility
2064280	2065920	She would sever
2065920	2067920	She wouldn't she would stop the money
2069600	2071600	Well, she'd already stopped
2072800	2081280	So what point were we at in first month of Altamira? This is March 19th 2014. Yeah, so she'd already stopped money and
2082160	2086840	She was well, but at this point she's paying $50,000 a month free of rehab, right?
2086840	2092760	And if she says that if she if you leave rehab, right, she will not be paying you any money
2093000	2098240	Right, and yes, she has stopped paying you at that point, but she's essentially is paying right
2098240	2102600	It's not going to your pocket. It's going to Altamira's pocket, but they're feeding and yeah, right?
2102600	2105680	You know it would be important to make the difference, but yeah
2107440	2110800	So you were under the impression that you were just gonna spend a month there
2110920	2114080	But the end of a month the staff told you you can't go anywhere
2114640	2120160	You stayed put miserable you miss London you miss drugs you miss miss Beth you missed your father and
2121160	2125180	You found yourself my dad. Yeah, so that
2126000	2130880	Is that right? Yeah, and you found yourself something like I've snapped in you
2133080	2137040	Over the past couple of months and you found yourself thinking more and more about your time in foster care
2137040	2142080	And how you'd been deserted and how your mother resented you and you emailed Jenny. I think it was Jenny
2143720	2145720	Yeah, it was Jenny you emailed her
2146720	2152760	Around that time saying it's a shit year so far. It's weird. I cried and felt everything until I came here now
2152760	2154760	I'm numb and disconnected. Yeah
2155080	2158600	Later that spring all in Beth come out to San Francisco for family week
2160160	2161960	It's clear to Beth
2161960	2167720	That all expected Altamira to just solve your problems and release a clean rehabilitated grown-up
2168000	2169840	Which obviously is not the way these things work
2169840	2174960	Yeah, and you were to see them with anger toward your mother your sisters your doctors
2175280	2178560	Yeah, because I don't want to be this is now the third month. Yep
2178560	2181320	It's three months at each time. Let's stay one more month
2181320	2186720	I would give you back your all your stuff and then eventually it was just the kick-bath out of my apartment
2187360	2189360	Put all my shit in storage
2190080	2197300	Got rid of the apartment. I mean it was all back in London. This is back in the wild back in London. Yeah, and you and this
2197660	2204020	Yeah, no, I'm not yeah, I get it. I mean, I can't even really imagine but there's
2206500	2212860	This is when you have the blow-up at your mom in this group therapy session and all the pent-up rate comes out and
2213940	2218100	You say that when dad died your worst fears and the secret dreams came true at once
2219540	2221300	She wasn't
2221300	2223620	She wasn't in the right state of mind to make these
2224340	2228420	Big life-changing decisions that she was making and that's why you know
2230420	2232780	And that was the last time you saw that too, right? Yeah
2237340	2239340	All is start to know that sir
2240740	2244900	She was there too, but you left her out. Yeah, I don't have her in there
2245380	2247380	Um
2248980	2253220	All is kind of venturing I know not the last time I saw this again, right you saw her in New York. Yeah
2254020	2255460	Uh
2255460	2258260	But I'm just not getting into any of that. Yeah, so um
2260580	2262580	I am uh
2262740	2268100	Explained how all it kind of is starting bit by bit to come out of her shell going to art classes wearing dark glasses
2268660	2270660	things like that
2271220	2273060	Uh
2273060	2277780	Quoted from some of her emails where she every time like a new public scandal comes to light a Deutsche bank
2278020	2282660	And on one occasion she writes to someone my poor brilliant bill. What did they make them do?
2283620	2287140	Um, and she worried about money. She worried that she didn't fit in
2287780	2289780	The therapist told her to relax
2290020	2292020	um
2293620	2295460	Uh
2295460	2298980	She believed um that Deutsche
2300740	2302100	owed her
2302100	2307460	From bill free bills years of years of hard work. She toyed with a wrongful death lawsuit
2308180	2311460	Uh lured to be in researching those possibilities
2312420	2313940	um
2313940	2318100	This is by the time oh and she comes across and concurrently I felt the same
2319220	2321540	Um without talking to my mom
2322420	2329140	I was looking into that too throughout 2015. So all those lawyers 2014, right? This is 2014
2330100	2331860	uh all is
2331860	2337140	So they've researched this and ultimately there is going to be no wrongful death lawsuit and the bank agrees
2337860	2338820	to
2338820	2341220	pay out to her over a period of years
2342020	2343460	the
2343460	2349140	And it's several million dollars in payments that were due to bill but that had invested at the time of his death
2349940	2353540	Um, not the deferments. Yeah, these are deferments
2353540	2358020	So like his death would invalidate those deferments and they agreed to not invalidate them
2358420	2365060	And actually gradually pay them out and around that time is when a la gives up this idea of wrongful death lawsuit against the bank
2365780	2367780	um
2368340	2371060	So a la and the girls go to main to scatter the ashes
2371620	2372820	um
2372820	2375780	The you weren't invited and obviously were
2376660	2379060	Horribly hurt by that. Um, it's unbelievable
2380180	2381940	Yeah
2381940	2386180	But yeah, so going on this is now we're in spring 2014. Yeah
2386980	2388900	um at
2388900	2394580	The perception that you had was that your mom was trying to recast her life with you out of it
2395540	2402580	And that wasn't entirely unfounded and she was telling new acquaintances around that time that uh,
2402660	2406020	She had two daughters and when it eventually emerged that she had a son too
2406180	2409620	She would refuse to talk about him describing you as a forbidden subject
2411940	2413940	Um
2414900	2421300	You didn't understand why she was doing this and it you suspected that maybe it's because she was hiding something
2422340	2424340	and it, uh
2424660	2429220	I'm knowing it didn't occur to you that your actions might have
2430100	2436580	Also contributed to this. I guess you're in particular your explosion at ultimaria, which I thought that was disproportionate to everything else
2437700	2442580	Um, I mean I've exploited her before she's exploited me before this is nothing
2443220	2449060	Well, I think that was a particular explosion. It's okay. They're all particular. I'm not there. No, I'm not I'm not I'm not
2449220	2454340	Not a sign of blame. No, but I I started believing that it was more than just me. That's why I mean if it was just me
2454340	2458340	That's an obvious explanation if and I could deal with that. It's not like I was
2458900	2463540	Fooling myself, but when I look at the bigger picture that something else is happening and that's why I agree more suspicious
2463860	2468020	I'm not suggesting at all. That's why I actually plan to get into the emails because I had to find out more
2468020	2469620	Oh, it's funny you say that
2469620	2474260	It's funny you say that maybe the answers are at least clues. We're hiding in Bill's electronic file. There you go. Okay. So, uh,
2475140	2479300	We're we're in sync man. They're in sync. I've been listening carefully. Um,
2480420	2482420	and I'm noting here that
2483380	2486820	You the you've written down all these the codes as I in the passwords
2487380	2492980	And they had helped previously helped uncle bob get in for some online accounts and now in ultimaria
2493540	2499140	You started looking through the yahoo account and hunting for clues that might explain your mom's behavior
2499860	2501300	and it
2501300	2506340	so this is where we first learned about in the narrative here about, uh,
2507780	2510740	uh, Reverend Jack's death, which is a few years earlier
2511380	2512660	um
2512660	2518020	And hang out with that an effective bill. I don't know if you remember this email, but um,
2518900	2520660	yeah
2520660	2522420	sort of vaguely
2522420	2524340	He'd been
2524340	2528420	He'd really sunk into it. It hit him really really hard and
2529060	2535460	At one point after his so your grandfather after i'm told jack's more or Reverend Jack's memorial service
2536420	2540980	Bill emailed a friend or a friend even bill saying that he had looked dazed
2541700	2547140	At the memorial service and bill replied it was a much deeper below than I'd expected given his very long and well-lived life
2547860	2549860	um
2549860	2551700	and we know
2551700	2552820	that
2552820	2554820	he had been that
2554820	2556420	bills had been
2556420	2558740	You know turn into his mom his widow
2559460	2560820	for very
2560820	2561700	just
2561700	2563700	He was really really hit him hard
2564500	2566500	anyway, you um
2566900	2571220	You're crying now and the more you read the more you cry and you put on
2571700	2573700	anti-hiding the black crows
2574900	2577140	Think of the volume so that other people won't hear you crying
2578820	2580820	um
2581060	2585220	You leave ultimaria at the end early early july so you can spend their four months there
2585300	2588180	You go to silver living house strong in starry manor
2589220	2590180	um
2590180	2593700	This is where I would meet peggy. Yep. So you gotta put her in here
2594820	2598820	Well, no, you met her at all from here. Yeah. Yeah. So now we're in starry manor
2599380	2604180	Yeah, okay. Um, did you include peggy? So she no I haven't included because I just
2604580	2607300	We haven't figured out how we're doing that. Okay, um
2608340	2610340	But yeah, I agree that's where
2610580	2612580	Um
2613380	2615380	Um
2616420	2621540	So here I tell the brief story of spencer. Yeah, spencer Jesus. Um
2622660	2625860	Do you want to go through this or not really? I mean you know the story I know the story
2626980	2631860	I mean you and sophie and spencer sitting around spencer excuses himself goes to the bathroom
2632100	2634100	Doesn't come back you guys go look
2634260	2636260	Knock on the door. He doesn't answer
2636420	2640260	Turn open the door to one shut you kick it open. He's passed out the floor face blue
2640980	2642740	over us and
2642740	2647540	You cradle him while he while you wait for the paramax to arrive and you're sitting there
2648020	2651060	Clear as past. Yeah, so he doesn't show up in his vomit and
2651780	2656580	Wondering if this is going to be the second time any in the year that you've seen in the room of the dead man
2657940	2662180	I'm obviously noting that he survived, but then a year later didn't
2662820	2664820	um
2665780	2667780	Um
2669700	2676020	So what continues to drive you crazy at this point is you don't understand why your dad did this it's uh
2679060	2680660	And his death
2680660	2685940	Even though he says in his note. He like suicide note to you. He apologizes for his coldness to you at times
2686820	2688180	he
2688180	2690740	He also he was like a stabilizing presence in the family
2690900	2693620	He defended you when all of us seemed ready to give up
2694420	2696020	and now
2696020	2701540	You're not coincidentally you're already the black sheep and now you're really a black sheep in the family
2702500	2704500	Why is where you meet Sophia?
2705460	2707460	Um Sophie
2708660	2710660	Sophie yeah, that's good. Thank you
2711780	2713780	um
2714500	2716500	Duh
2716820	2724020	She has a lot of patience with you and it and really likes you and it when you yell at her
2725140	2730420	She doesn't run away. She said don't talk to me like that. I get it. You're in pain. You flash out. I'm not gonna run away from you
2731220	2732260	and
2732260	2733140	uh
2733140	2734340	You guys
2734340	2736740	Bond and she tries to convince you
2737620	2742340	That your family doesn't hate you if they did hate you. Why would they be putting up in these nice facilities?
2742900	2746180	She knows from her personal experience that they're in my worst facilities to be in
2747060	2749380	If our families didn't give a shit about us, they wouldn't put us here
2750340	2752500	um
2752500	2756100	You keep telling her I'm sure we're that simple, but it's really not
2756900	2759620	But she has a very simplistic way of looking at these things
2760980	2762980	She's a good person
2764900	2766900	Um, sorry
2767220	2771620	So so you keep saying over and over again you want to figure out why
2772580	2776660	Your dad did this and that there's no way he just like offed himself one day
2777540	2780180	And so if he tries to warn you off and says no one will ever know
2780820	2784660	Ask them the question over and over again. You're just torturing yourself and even if you do figure out the answer
2784820	2786820	What do you do with that information?
2788340	2790340	You keep looking
2790500	2792500	um
2792580	2796900	It started if they have realized what's in these email accounts and there's all this
2797140	2801940	You know personal information about like all the logistic family logistics and meeting up with friends
2802580	2805060	There's a copious quantities of spam
2805860	2806900	um
2806900	2808580	Which made you
2808580	2814100	Kind of laughed yourself that maybe you'd like put his email in to get some to get access to a phone website at some point
2814980	2819540	And then there's all this don't you back stuff and uh, this is where you started to vote in
2820180	2822180	Let's do your time and energy
2822180	2824180	Especially given that you knew
2824180	2830420	That one of the suicide notes had been to on shoe and so that clearly suggests that doge event was at least on his mind at the time of his death
2830500	2835220	Yeah, and so you start scavenging and it
2836340	2840420	You know, there are little things that you can make sense of there's clear that uh
2841380	2845620	You can tell from some of this dbtca emails that your dad is angry at times and like
2846580	2851220	Especially about the stress tests, but most of this is just golly good. You can't you don't understand
2852260	2854740	What it means and so this is where I enter the story
2855380	2857380	um
2858020	2861860	And I tell the story quickly you answer before this you answer in february
2861940	2869300	Well, I this it says five months early earlier. I contacted the bell, right? Uh, so there I tell that story and I mention
2870580	2877700	That just kind of our online flirtations basically over four or five months again provide me shit right and had just like
2878420	2879300	been
2879300	2881300	really annoying
2881700	2883620	You were equally annoying
2883620	2889620	The constant calls and emails. Yeah, we're gonna go in two days. Well, you know, if we don't hear from you
2889620	2894100	I'm just gonna write whatever I want. I don't think I said quite that but there is paraphrasing
2894340	2898340	You at one point. I don't know if you remember this sent a picture of a picture to me
2898580	2905460	Yeah, like an Ivan picture of a fire in downtown San Francisco. Yeah, and uh, this is a very cryptic you
2906420	2908020	We knew exactly where you were
2908020	2914020	Yeah, because we could see in the photos property. So we we located you on the back patio of ultimera. Oh, you did?
2914740	2916740	I didn't know that. That's funny
2916980	2918980	Um, oh no. Yeah, you didn't tell me that
2921140	2928100	Did you do geolocation you you write really was it the tags in the front in the photo? Yeah, okay. I didn't strip the tags
2928900	2930900	Yeah, that was sloppy. Yeah
2931380	2935220	Not good not good spike right there. Really terrible spike craft. Yeah. I was just learning
2936180	2937860	So anyway in july
2937860	2942100	I was just starting out Tuesday evening mid july it's two weeks after you arrived at starboard man
2942100	2945140	Are you sending me an email and said are you still looking into deutcha?
2945780	2947380	And I said yes
2947380	2952900	And you kind of explain the situation and asked for some keywords jenny strassberg and I sent a bunch of keywords
2953860	2959140	Um, which I've got to say looking back on them now are pretty good keywords. Yeah, never good subpoena
2959620	2961140	DOJ
2961140	2967060	FRBNY that's good federal which we're bringing here good way to start live or christian bittar mori napaski
2967940	2971300	often good good good job journalists
2972980	2977620	Yeah, a lot of the troidex in a lot of them I repeat you still send them some of those keywords
2978420	2980420	Absolutely. Yeah, I
2981860	2985780	With the with the emissions trading stuff you sent the some similar keywords
2985860	2987060	uh
2987060	2990020	So you start sending stuff over most of it was useless
2990420	2993860	Kind of interesting but like not very useful and then at 1 33 in the morning
2994740	2998500	On july 18th. You sent the mother load
2998900	3001380	Uh, or another mother load, but the jackpot one
3002180	3007700	I professed it by saying don't know what this means, but and it was the letter that's a mere fed
3007780	3012020	But does you include my strategy of trying to get you fired? No, I did not
3012740	3017540	That's a that was that was later anyway. No, that was during the time
3018500	3022980	It was well, it's a little bit later, but it was right around the time of publishing the fed letter
3023620	3028500	That I realized. Okay. This is the plan. This is my revenge to your wall street journal. Yeah, I'm not
3028580	3035540	I could use you for this so ridiculous. It's not ridiculous as charles was I explained the whole plan of charles
3036100	3038100	I told you that you could verify with charles
3038820	3043620	You explain the whole thing and so did sydney sydney can also verify and peggy, of course could but she can't now
3044500	3046740	Not a good plan. It was a great plan
3047380	3051540	It was because there was no purpose to the plan. The purpose was to get you fired. Right. No, I get that
3052340	3056740	This discredited the wall street journal, right, but to what end just for my own
3057220	3063620	Just because you want to destroy something I felt like destroying something right, but we had not actually done anything to deserve destruction
3063860	3065860	No, but I felt in my
3066020	3071300	It was very angry at the time and I felt I didn't have an outlet for the anger. So I picked wall street journal
3071860	3074500	Well, it didn't work. No, I didn't go through with it
3075060	3080900	Because of the sony hack but had the sony hack not happened. I would have gone through with it. I really would have so okay
3081620	3086020	It's important. I think that's a good part of the story because it shows the anger, you know
3086660	3090900	I had no direction for it and although it was misguided. I just put it upon you guys
3090980	3092980	And that's kind of how the relationship
3092980	3095620	We we continued relationship and a lot of it was out of anger
3096020	3099780	And you were useful to me at the time as well and obviously I was useful to you
3100180	3105460	But I also had an ulterior motive and that was to destroy your credibility and the wall street journal's credibility
3105540	3109060	But I don't understand but you never you only gave you useful stuff
3109700	3114420	I know because the plan was to give you useful stuff until you stopped fact checking everything I gave you
3115380	3117380	That was a serious problem
3117540	3121540	No, but no but at some point if I just keep you giving you great stuff and you
3122260	3124740	You just okay. This is from val obviously. It's good
3125220	3130340	You know at some point and when that when that thresholds crossed then they changed a few numbers here and there
3131060	3134900	And then you publish something and then the stock market reacts
3135300	3141140	And I write a letter to the editor and I say excuse me, but it looks like I went over this
3141940	3146740	Spreadsheet and it looks like these numbers have changed since the moment I gave it to david and the moment it was published
3146900	3151540	In in the wall street journal and then I just leave it alone and let the rest of the world react
3151700	3155700	That was a plan. I told charles with this plan in the car when he came to visit me
3155700	3159860	I know I know you I know you did told peggie. I told this is not a not a good plan
3160180	3162180	I may rather than it's good or bad
3162820	3165220	It speaks to your state of mind. It doesn't matter. It's a state of mind
3165380	3169700	And it's also interesting because that was my relationship to you at that time not only
3170340	3175940	Was you helping me and I was helping you but this was my got my purpose. I hear you. Okay, so
3177140	3180420	You I think you should include this. I really think I hear you
3180980	3184260	I don't know why you're just reticent to include that because
3186340	3188340	It's kind of funny in a way
3188340	3194100	Looking back is funny. I mean not not so funny to me, honestly, but like
3194660	3198340	Okay, maybe not to you that's uh state of mind. I was in
3198980	3203300	Yeah, that's I mean, I think it's pretty clear at this point that you're not in a great state of mind
3204100	3206100	Uh, so
3206420	3209220	Um, anyway, we do the story
3210260	3214580	Uh stock can save it for the the director's cut and you get scenes
3217060	3222500	Uh, we do the story doge bank stock gets whacked pretty hard and you have a feeling of
3223220	3225860	Efficacy. Yeah, you did something. I made a difference
3227140	3229140	Um
3229380	3231060	Had value
3231060	3234900	Exactly. Yeah, absolutely. Exactly. What do you had had value and it?
3235620	3237380	um
3237380	3239380	Okay, so
3239540	3242660	Charlie Gimbino kills himself uh that fall
3243380	3246820	So that's now two doge bank people. Did you get a hold of them at all?
3247700	3249700	I'm not gonna get into that right now. Um
3250740	3252020	Yes
3252020	3256100	No, that's not necessarily yes, uh close. There's uh
3256660	3257860	Uh
3257860	3262020	So Gimbino's death to you at the time was like
3262980	3267940	It was just like fuel for you because it it like really invigorated you not like in a way
3269220	3274900	It got you it was like it gave you the energy to push forward and like really investigate the reasons for your dad's death even more
3275700	3279460	And completing that became kind of an addiction for you. Um
3281780	3283940	Uh, you thought this was a soluble problem
3283940	3287300	You told me think of suicide as the most rational act a human can make
3287700	3290100	Then work backwards from that. Sure. It's an emotional act
3290100	3293460	Which is why many people get lost and explain it away as crazy or unknowable
3293700	3295700	But if you look at the reasoning it makes sense
3296100	3299300	Unfortunately, my father didn't leave a reason but he left clues
3299940	3303300	And so those clues are you're convinced are buried
3303860	3308260	In these emails and you still don't really know fine entity this itunes u-class
3309140	3311140	um
3311220	3312900	Which i've watched by the way
3312980	3315300	Thanks, you've watched yeah, yeah, um it's pretty good
3317220	3318820	Um
3318820	3325380	But still all of this is like pretty murky. You don't really understand this and this is when north koreans
3326180	3330180	Come into the picture. They hack sony that murky. I mean give me a better understanding
3331540	3338180	What do you mean like the equilibrium theory parts? I mean live it was no no no no no no my point is it puts you in the headspace of finance
3338180	3342420	Yeah, it does totally totally it doesn't help with the acronyms and the right exact. That's my point
3342420	3344420	Yeah, okay, um
3344820	3347460	And you weren't doing the homework right when I was doing the homework
3348020	3351380	Well, I mean not the homework for the class but my version of homework
3351780	3355620	Was just you were just getting this theory and looking forward in the emails. Yeah, um
3357140	3359140	Okay, sony hack
3359460	3366420	You see a screenshot on a news story of those links that are in the the thing. You don't talk about
3368900	3371460	You find the email addresses in the zip file
3372500	3373540	um
3373540	3375060	You wonder
3375060	3379140	Maybe if sony systems are so vulnerable or dutch's too. Yeah, uh
3379940	3381460	Sitting outside
3381460	3384580	The starboard manor house on a picnic table or picnic bench
3385140	3388180	And you know, it's like I've said like why would someone waste their time with sony when you could
3388740	3392980	Hack a fucking bank. He's made this a lot quote. I'm interested in joining your gop
3393060	3397140	But I'm afraid my computer skills are self-mortar good best if I can help in any other facility. Please let me know
3398180	3400180	and it uh
3400580	3402580	The hackers add either the email list
3402820	3404020	and
3404020	3408980	A few days passed and you get a link to all these files. You start downloading them
3410020	3411700	I said I could help
3411700	3413460	You said
3413460	3415940	I'm interested in joining your gop
3416020	3420740	But I'm afraid my computer skills are self-mortar good best in joining your gop. I'm interesting
3421300	3426500	It's a typo interested. Yeah, you meant interested. I'm interested in joining your gop. You're joining in
3427220	3433540	In space joining join the word join. Yes, I'm interested in joining your gop
3433780	3438900	But I'm afraid my soft my computer skills are self-mortar good best if I can help in any other facility. Please let me know
3438900	3440900	Wait, that's a severe
3442100	3445940	Mistake joining the word joining. I wasn't trying to join the gop
3447140	3453060	I was interested and something else. Let me autocorrect into joining. There's no way I said I want to join your
3453300	3458500	Let's we let's that's that's interesting. You want to look in your files right now? Yeah, I gotta look at that
3458660	3460660	Well, no, I believe it's there. I just uh
3461220	3463220	I just think if I wrote that
3463700	3468180	I'm interested in enjoying what you're doing is what I remember. That's my instinct
3468900	3473140	No, I mean it's no. I'm interested in joining your gop
3473300	3477700	But I'm afraid my computer skills are soft mark at best if I can help in any other facility
3477780	3481060	Please let me know. I guess I did say that because why would I say my computer skills?
3481060	3483060	Yeah, I just want to get some water
3483300	3485780	Yeah, um, yeah, I guess I did say that
3486900	3488900	um
3489380	3493620	Anyway, you get the while these files are all downloading. This is a few days later now
3494580	3496580	you, uh
3497700	3499700	You suggest
3502660	3504660	I don't know
3504660	3506660	I mean, I don't think so
3507460	3509460	I don't I have no idea
3510420	3512420	Um
3513060	3515060	Um, I mean
3515620	3518820	And then a few days later when these files are all downloading you email them again
3519140	3522020	And you say hey, you guys ever thought about going after Deutsche bank
3522580	3525060	There's tons of evidence on their servers of worldwide fraud
3525060	3529300	Some of them had even contributed to the very sad and tragic suicides of two of their employees. Yes
3529620	3534180	Uh, I knew immediately was maybe that wasn't the best thing I've done at the time
3534260	3537940	But anyway, that's the end of that and then you go through all these files and you're like
3538580	3540580	Posting crazy shit and
3541540	3542740	You
3542740	3545380	aren't really famous, but then you get the letter
3546100	3547060	from
3547060	3549060	Twitter and from sony
3549060	3554580	and then you uh threatening you and you share them with me and uh
3556180	3559620	We wrote a story about this random musician. No one had ever heard of
3561060	3564580	Facing down david boys and sony and twitter
3565460	3567220	and uh
3567300	3574340	And I'm quoting a bit from the fox business exclusive interview, uh, which is wonderful. Um
3576020	3580020	And it and look this is a moment for you because you realize
3580980	3582980	That and this is two things have happened
3582980	3587380	One was your interactions with me about the deutch bank fed letter and then the sony heck and you realize
3587540	3592340	Like there's this ravenous appetite for primary source documents. We can cite big companies
3593220	3595860	feels good to have valuable information and
3596740	3601140	And you know what you have more information. Yeah, and charles levin's now enters the picture
3602420	3609060	With uh emailing you with some kind of inflammatory theories to get you interested and and uh
3612660	3616340	You know he finds it very quickly finds excuse to come out to camp california to see you
3617060	3621540	And I go through that rhythm of role. He says, um
3622420	3624420	Um
3627460	3632900	And you wanted to at this point kind of remake your dad's or help your dad's legacy because um
3634020	3636020	At this point
3636180	3638180	Was your journal article
3638740	3642980	So misguided it's not it because not my corner at the time
3643540	3648420	What in reality what had happened is that the coroner in london had done this inquest
3648820	3651620	And the public hearing read a lot of very small snippet of
3652180	3658340	The letter from a psychologist that said bill was very anxious about unspecified government investigations
3658900	3662980	And that had led to a handful of news stories, including the washington journal. I know
3663940	3667780	You can imagine from my point of view though. I mean just from a non-journalist point of view
3667780	3673060	You see the headline brooksman hangs himself over. I guess I just never really understood. I still understand. Anxiety into lever probe
3673380	3675380	Libor, sorry, lever probe. Um
3675940	3679940	It just it shows like oh, he was guilty somehow. It shows culpability
3680740	3686180	I know I get why you don't like it. But yeah, like everyone wrote the same story. I know but you guys broke it
3687060	3690340	No, we didn't he didn't you broke the story. It's your journal
3691460	3694760	Uh, you broke that you broke that story in february 2014
3695780	3699300	I'm telling you. I like remember that very well and we did not break it
3700180	3706260	It was announced at the coroner's office. Anyway, it doesn't matter. No, but the title that that title was your title
3707620	3709380	um
3709380	3711380	So leavenson comes back to california
3711860	3713140	um
3713140	3716180	I mean, we don't need to litigate this. No, I'm not just telling you from my point of view
3717220	3722340	How I thought at the time is extremely clear that you want to destroy it. Okay. Um
3723460	3727940	You gave uh leaven you as much as it was the institution. I had yourself
3728580	3734340	Um, I was the vehicle of destruction. I was like the the bomb that was yes
3735860	3737860	um
3738100	3740100	The unknown saboteur
3740500	3744100	And you were the saboteur. Well, you would be done. Yes the vehicle
3744820	3747300	anyway, okay, so uh
3748180	3754660	You share but or you let leavenson poke around in the computer files. Yeah, uh, he finds the stress test stuff
3755540	3760420	And he returns to new york and a few months later does the story about the stress tennis
3760580	3762580	But remember we had a deal
3762660	3767700	I didn't just give him this stuff. I we had a deal. He thought yeah, I actually mentioned so you thought
3768500	3774340	He was gonna do a big big feature on your day. I thought he gave his word that he would do that a few times
3775060	3777060	um
3777780	3779780	Okay
3780580	3782580	um
3785060	3787060	Uh
3797780	3799780	Okay, let's see
3802340	3804340	Um
3804580	3806740	We have a bunch of stuff that's not of any
3808020	3814500	Rowan's to your dad. Okay. Was that Deutsche bank? Yeah, it's just lots and lots of stuff wants to go down to the bank
3814820	3816820	um
3817700	3820260	Uh, and now we're getting a lot of trump stuff
3822660	3825300	Okay, okay, then we fast forward
3826340	3828660	To the bellomar hotel. Okay
3829860	3831860	And you're sitting on the back steps
3831940	3836740	Your laptop's going crazy. So so we're in so hard. It's actually hot to the touch
3837780	3839780	um
3840900	3842900	June 2015
3843300	3847860	Six months earlier, you left strawberry manor. So six months earlier being around the start of the year
3848740	3851060	Uh, you left strawberry manor migrated south to LA
3851620	3855860	Taking the good ranch and I now know that Peggy did that. Uh, that's not in here because
3856580	3858580	That was our group, right? Um
3859220	3866180	This is when you're introduced to larry melzer. Mm-hmm. Good old larry. Good old larry. I love larry. He's a great guy
3866420	3869860	I love larry too. Um, I am a solution focused therapist
3870100	3876260	Towards his motto and he calls the patients clients. Um, you told your story to him
3878500	3880500	um
3880580	3887060	And we're kind of this is kind of evolving into flashbacks. This is all getting mixed up in our lives here, but um
3892420	3896020	Can you bring the whiskey over here? Sorry, can you grab the whiskey too?
3896020	3898020	Okay
3898180	3900180	Stay out of our shot
3900980	3902980	What?
3902980	3904980	Um, no, I'm okay
3907620	3909620	Um, okay
3910260	3912260	So
3913860	3918820	You tell larry that you're on a mission to figure out why your dad killed himself and
3920100	3921780	See
3921780	3923780	He said that back is that better
3924180	3928580	I think it was good actually the way it was. I thought I think it was more. Was it too much? No, no
3931620	3935380	So you told larry that you're on a mission to figure out why your dad killed himself
3935460	3940020	But you're being kind of thwarted by your inability to communicate with or get information from your mom
3940180	3943700	Yeah, um, not least the suicide notes and it
3944740	3947220	Then I kind of rewind a little bit and explain
3948020	3952100	Why it is a you're unable this point to communicate with her. Okay. Um
3952500	3954500	And
3954900	3961220	You had just like gotten to a point where you both of you could like not control your rage at the other one and
3961940	3964980	And I quote a bunch of emails going back and forth between the two of you
3965700	3971060	About you. I mean, frankly like hurling a bit of verbal abuse in her direction and her just being like
3971860	3973860	I see as I see can be
3974660	3976660	back in response and
3978260	3980580	Uh, I mean one in one particularly
3981140	3982580	poignant
3982580	3986340	Moment she says I love you and have been paying for you for 30 years
3987060	3989940	Which struck me as I thought about more as just
3990660	3994980	Really remarkable because when she wrote that it was exactly 30 years
3995060	3998420	And she had rescued you from foster care that she had let you go into
3999140	4000580	and
4000580	4007140	And now she's framing that decision 30 years later as I have been paying for you for 30 years. Well, that's what mothers
4007380	4013620	That's what parents do. You like it's exactly 30 years. It was exactly 30 years. Yep. I think she was aware of that
4014180	4017940	I mean, she's the one who said for 30 years and it was exactly 30 years
4018500	4020500	Uh, and she was framing that decision now
4021380	4024180	Fixing what she had previously told bill was her grave mistake
4024980	4028820	Uh as having imposed a financial burden on herself
4029540	4031540	um
4032020	4034020	Uh
4034740	4037540	She when you ask for a personal credit card
4038100	4040820	And accuse her of stealing the money that you were supposed to inherit
4041540	4048340	She yells at you dad left you zero. I am the one who loves you. No more complications about any financial matters. You're on your own
4049060	4051060	Uh
4051780	4056980	She perceives irresponsibility and laziness on your part. You perceive iciness and deceit on her part
4057620	4060740	You guys like cannot interact at this point and you tell larry
4061460	4067220	That you need someone to intermediate for you and larry cheerfully replies that that's what I do. That's my job
4068020	4070020	and uh
4070580	4075540	So he gets on the phone top priorities to get some money from her because you've had that one been kicked out of indigo ranch
4076340	4077140	um
4077140	4078420	because you
4078420	4080420	you were accused of verbally abusing
4080980	4084900	a staff member who had unplugged your recording equipment mid-session and
4086420	4088420	um
