start	end	text
1703000	1709000	And the guy who was assigned to go through this doesn't even speak French, so they can't understand any of the communications.
1709000	1712000	But Anshu asked your dad to take a look as well.
1712000	1715000	And your dad did what's called a look-back.
1715000	1719000	And he's supposed to go in there and figure out if everything was above board,
1719000	1723000	and the profits were legitimate as opposed to being the result of fraud or manipulation or something like that.
1723000	1730000	And so your dad spent a couple of weeks going through all the financial data and interviewing traders on Bittar's team.
1730000	1735000	And his conclusion is a very narrowly crafted conclusion.
1735000	1746000	It was that Bittar and his traders had a plausible strategy to make money off of interest rates moving in very specific directions,
1746000	1748000	by very specific amounts.
1748000	1753000	And he stopped short of addressing the question of whether Bittar was manipulated live,
1753000	1759000	or he basically gave a blessing for this bonus to get paid for Bittar to be able to continue doing business.
1759000	1764000	And this turns in as a huge mistake in retrospect.
1764000	1770000	Bittar is engaged in what turns out to be a large, very lucrative criminal conspiracy.
1770000	1775000	And that's going to result in the bank paying billions of dollars in penalties.
1775000	1778000	And then people going to jail.
1778000	1785000	And the Justice Department at that point, so this is now in 2013,
1785000	1792000	so four years later, has started this, a number of investigations, including into Deutsche,
1792000	1795000	which was in the process of drawing a criminal charge against people.
1795000	1802000	And so there, your dad was under the impression he was a person of interest in this investigation.
1802000	1809000	And, you know, there's no reason to think he was going to have really good in trouble,
1809000	1811000	but could his reputation be severely damaged?
1811000	1814000	Could he have huge legal fees? That's not impossible.
1814000	1823000	So that is my understanding of why your dad was so worried about live war.
1824000	1826000	So why did he make this mistake?
1826000	1833000	Is there anybody, if you've spoken to anyone that said maybe he didn't look at all the documents,
1833000	1834000	did he have some sort of...
1834000	1837000	One theory I have, and we'll get to this later, is that,
1837000	1841000	and we know now what your dad wrote in his note to auction, right?
1841000	1842000	Oh, right.
1842000	1846000	He talks about carelessness, and sloppiness, and betraying his trust.
1846000	1849000	Betraying his trust, yeah.
1849000	1853000	And it, I don't know. I mean, it's, I don't know what those words mean,
1853000	1855000	but this is one possibility.
1855000	1857000	It seems like.
1857000	1858000	Okay.
1858000	1859000	Okay.
1859000	1866000	So, a year later, so this is now early 2015, a guy named Victor Rocco.
1866000	1869000	It's just a Deutsche Bank's office at 60 Wall Street.
1869000	1875000	And Rocco is someone who had been introduced to your mom a couple weeks after your dad's death.
1875000	1879000	And he's a lawyer. He's a former federal prosecutor, turned private lawyer.
1879000	1886000	And he is going there to have this meeting with Christian Seven and Simon Dodds,
1886000	1891000	who's another very senior lawyer at the bank, about this internal review that they had conducted
1891000	1894000	into the circumstances of your dad's death.
1894000	1902000	And it, again, you know this already, but there's, there turns out there's a very, like,
1902000	1905000	you know, kind of narrative explanation of what went on in that meeting.
1905000	1906000	Okay.
1906000	1910000	And it, and again, this is something you've shared with me, so you can know this already,
1910000	1919000	but Seven starts off by noting that he had been at the farewell lunch that Antje had hosted for Bill
1919000	1924000	back in November of 2013, and that Bill had seemed happy.
1924000	1928000	No signs of him being a guy who's going to kill himself in two months.
1928000	1935000	And then Seven and Dodds walk the lawyer, Rocco, through this review,
1935000	1939000	and they acknowledge that the LIBOR investigation might have caused him some heartburn,
1939000	1942000	and he might have had some legal exposure there.
1942000	1944000	We're talking about the memo.
1944000	1946000	Yes, this is the memo.
1946000	1951000	And then the guy breathes through this laundry list of other issues that Bill had been dealing with,
1951000	1954000	and there's DBTCA and the huge mess there.
1954000	1960000	They oddly assert that Bill, quote, was not responsible for DBTCA,
1960000	1963000	even though he was a member of the oversight board.
1963000	1965000	In which scam was this referring to?
1965000	1966000	The basket trades?
1966000	1967000	DBTCA?
1967000	1968000	Yeah.
1968000	1973000	Well, DBTCA, the biggest issue there was that the Federal Reserve was,
1973000	1976000	I mean, DBTCA was kind of a dumping ground for all these problems,
1976000	1979000	and so basket trades were there.
1979000	1985000	The Russian mirror trades, which have another separate investigation, are there.
1985000	1990000	The biggest concern, though, is that the financial data that DBTCA has produced into the Fed,
1990000	1995000	the New York Fed, is just like sloppy and wrong,
1995000	2001000	and the Fed, they're kind of pulling the wool over the regulator's eyes on the stress tests.
2001000	2004000	So there's a lot of problems there.
2004000	2010000	The review also looks at what impact, if any, Boffin's rejection of Bill for those promotions,
2010000	2017000	what effect those had on him, and the conclusion is that it didn't affect him at all.
2017000	2024000	It turns out, so the bank produces a report that is kind of summarizing conclusions,
2024000	2027000	and the report is very sensitive.
2027000	2030000	It's only shared with a few members of the bank's board of directors.
2031000	2039000	A number of board members complained to the bank's chairman that they were not allowed to see the report into the death,
2039000	2045000	and one of them told me that, quote, I was very suspicious.
2045000	2048000	And when Rocco goes there, he doesn't get to see it either.
2048000	2054000	He gets kind of a snippet of, he gets kind of a summary of what it found,
2054000	2059000	and the summary is that, quote, nothing that shows a direct link between Bill's death and his work at Deutsche Bank.
2059000	2061000	Of course you're going to say that.
2061000	2063000	And aren't you commissioned this?
2063000	2064000	Yeah.
2064000	2065000	You did?
2065000	2066000	Yeah.
2066000	2074000	And so one of the kind of things they used to validate, just kind of questionable premise,
2074000	2078000	is that seven notes that in the months since the internal review wrapped up,
2078000	2083000	Bill's name hadn't come up in public, connected to any of these investigations.
2083000	2091000	And, of course, that's not true, because he had been named publicly in the Senate report into the basket options.
2091000	2095000	And so Rocco notes, when he summarizes this meaning to your mom,
2095000	2100000	that this suggests the Deutsche Investigation, quote, was not as exhaustive,
2100000	2104000	not as dynamic as both Dodd and Seven had described it.
2104000	2107000	He notes that it, quote, it seemed carefully scripted,
2107000	2111000	and certainly both Simon and Christian were very careful in what they said to me.
2111000	2114000	Down played his involvement in a bunch of things,
2114000	2118000	and Simon, Seven and Dodd's, quote, could not explain the coroner's findings
2118000	2122000	or the medical records that established that Bill was fearful of civil liability
2122000	2125000	and perhaps even prosecution because of his work at the bank.
2125000	2133000	So now we've got, from my perspective, at least two data points that point to the bank really not being,
2133000	2138000	at best not being very transparent about what happened at worst, participating in a whitewash.
2138000	2139000	Yeah, I know you're right.
2139000	2140000	Yeah.
2140000	2145000	And then in the memo, they also randomly bring up
2145000	2149000	that they did not take these files from my father's computer.
2149000	2153000	Yeah, and I'm just not even addressing that in the book, honestly.
2153000	2154000	Like, there's...
2154000	2155000	Why?
2155000	2157000	Well, I'm addressing that they did take them.
2157000	2160000	But why not address the fact that they claim they did not?
2163000	2164000	I mean, that's very odd.
2164000	2165000	It is odd, right?
2165000	2166000	It is odd.
2166000	2167000	It is odd.
2167000	2168000	I agree.
2169000	2171000	I mean, is that not another data point for you?
2171000	2172000	Yeah, maybe it is.
2172000	2173000	Maybe it is.
2173000	2174000	Yeah.
2174000	2176000	I mean, we have witnesses that this guy came.
2176000	2177000	There's many...
2177000	2178000	No, I know.
2178000	2179000	And Beth...
2179000	2180000	It wasn't just me.
2180000	2181000	No, I know.
2181000	2184000	Dude, if it was just you, I probably wouldn't be trusting your memory at that point.
2184000	2186000	No, because you were just like, it was very traumatic for you.
2186000	2187000	Yes, it was traumatic.
2187000	2188000	Beth confirms it.
2188000	2189000	I remember Beth confirms it.
2189000	2191000	Michael Morandi, he'll confirm it for you as well.
2191000	2192000	He was there.
2192000	2193000	Beth confirms it.
2193000	2194000	That's all I need.
2194000	2195000	Okay.
2195000	2196000	And there's...
2196000	2197000	Yeah.
2197000	2198000	Yeah.
2198000	2199000	So...
2199000	2200000	But why not put that in the book?
2200000	2201000	Yeah, I hear you.
2201000	2202000	Yeah.
2202000	2203000	No particular reason.
2203000	2204000	Okay.
2204000	2205000	Yeah.
2205000	2206000	We'll make a note there, David.
2206000	2207000	Put it in the book.
2207000	2209000	This is all being recorded, man.
2209000	2210000	Clickety-clack into your fingers.
2210000	2211000	Clickety-clack.
2211000	2212000	Clickety-clack.
2212000	2213000	Chop, chop.
2213000	2214000	Come on.
2214000	2215000	All right.
2215000	2216000	Okay, so you know what?
2216000	2217000	I'm actually just going to pause this for a sec.
2217000	2218000	Yeah.
2218000	2219000	And...
2219000	2220000	Should I pause this, too?
2220000	2221000	You don't matter.
2221000	2222000	I just want to break up these files a little bit.
2222000	2223000	Right.
2223000	2224000	It's too big.
2224000	2225000	Yeah.
2225000	2226000	Okay.
2226000	2227000	Um...
2227000	2228000	Well, Marie just texted.
2228000	2229000	She's on her way.
2229000	2230000	She's going to clean the car.
2230000	2231000	You doing okay?
2231000	2232000	Uh, she's sick, so she bombed in the car.
2232000	2233000	Who did?
2233000	2234000	Marie.
2234000	2235000	Marie bombed it in the car.
2235000	2236000	Yeah.
2236000	2237000	No, I mean, she pulled over to vomit.
2237000	2238000	Wow.
2238000	2239000	That's not good.
2239000	2240000	Do you have this...
2240000	2241000	Stomach logo on there?
2241000	2242000	I don't know.
2242000	2243000	Okay.
2243000	2244000	Okay.
2244000	2245000	Okay.
2245000	2246000	Okay.
2246000	2247000	Okay.
2247000	2248000	Okay.
2248000	2249000	Okay.
2249000	2250000	Okay.
2250000	2251000	Okay.
2251000	2252000	Okay.
2252000	2253000	Okay.
2253000	2254000	Okay.
2254000	2255000	Okay.
2255000	2256000	Okay.
2256000	2257000	Okay.
2257000	2258000	Okay.
2258000	2259000	I don't know.
2259000	2260000	Bomber to the street.
2260000	2261000	I feel better.
2261000	2262000	I ate something and I didn't vomit.
2262000	2264000	Um, she's going to go clean the car.
2264000	2265000	She'll be right back.
2265000	2266060	She'll be back looking 30 minutes.
2266060	2267060	Okay.
2267060	2268000	I don't know, if she's okay.
2268000	2269500	I think she'll be okay.
2269500	2276000	It must have been food poisoning, or...
2276000	2277000	You want me to go?
2277000	2278000	Yeah.
2278000	2279000	Let's go already, alright.
2279000	2280000	Okay.
2280000	2281000	Um, that's interesting.
2281000	2283000	Yeah, that's kind of fun.
2283000	2284440	It's interesting, I just think that-
2284440	2286680	Wait, can we wait and turn this on before you start?
2286680	2287680	Yeah, right, yeah.
2292720	2294080	Yeah, David, I think it's,
2296120	2298480	it is a good data points,
2298480	2302640	but I really think it's important to add this bit here.
2302640	2305000	Because not only they're accusing me of lying,
2305000	2307800	but they're trying to cover something up
2307800	2310360	that is absurd to do so
2310360	2314120	when there are witnesses that can verify this guy's existence.
2314120	2317600	Okay, so now, yeah, no, I hear,
2317600	2319280	I mean, I'm not sure how important it is,
2319280	2320240	but I definitely see your point,
2320240	2321680	and there's no particular reason that's not in there.
2321680	2323960	Why are you saying you're not sure how important it is?
2323960	2325280	It's just that they are just-
2325280	2326840	It's like-
2326840	2327920	To me, what's the important part
2327920	2332000	is that they took the files, not that they're,
2332000	2332840	I don't know.
2332840	2333680	I hear what you're saying.
2333680	2334520	I don't feel strongly about this.
2334520	2335600	Let's not bicker about this,
2335600	2337520	because there's, I definitely see what you're saying.
2337520	2338360	I don't want to bicker.
2338360	2339680	There's no particular reason why not.
2339680	2340800	I just honestly want to understand
2340800	2344040	why you think it's not a big deal.
2344040	2345280	Because to me, it is a big deal.
2345280	2346480	I'm not saying that it is,
2346480	2347800	I'm fighting with you to say what it is.
2347800	2350640	I just want to know in your head, why is it not-
2350640	2352640	That they're denying that they took it?
2352640	2353980	Yeah, yeah.
2353980	2355760	Because I don't know why they denied it.
2355760	2359600	Like, maybe Kristen Southern just didn't know, for example.
2359600	2360680	Like, I mean, I don't know.
2360680	2363520	There's, the important part from my perspective
2363520	2364360	is that they took it.
2364360	2366480	And there's plenty of evidence at this point.
2366480	2368240	But if you didn't know why we put it into the,
2368240	2372280	why even take the time to put it into this very heavily-
2372280	2374360	But that memo is not what they produced, right?
2374360	2377640	That's what the lawyer for your mom produced.
2377640	2379520	And so we don't know how much emphasis they gave it.
2379520	2382720	Again, I don't really disagree with you to be honest with you.
2382720	2385320	So there's, maybe it does belong in there.
2385320	2387600	So, okay.
2387600	2392440	So, we now switch over to Mododipasky for a moment.
2392440	2393280	Great.
2393920	2398200	And so, the way I've framed this here,
2398200	2400880	that you're about to discover another reason that your dad
2400880	2403520	isn't feeling bad about stuff from the non-affected bank.
2403520	2409520	So, and one of the things you find in your father's Yahoo account
2409520	2413680	is that Bill had repeatedly warned his colleagues
2413680	2417000	that these Mododipasky transactions were very risky.
2417000	2418720	And it's not like financial risk,
2418720	2420720	so much as reputational risk for the bank.
2420720	2427960	And he had, like one time after another, cautioned Faisola.
2427960	2431160	He'd asked that this be elevated to Anshu.
2431160	2433240	And just no one listened.
2433240	2435920	By the way, I've learned that,
2435920	2437520	I should have mentioned this earlier.
2437520	2439120	So, you're going to kick it out of this.
2439120	2445400	Anshu had a nephew who worked at Deutsche Bank.
2445400	2448720	And you know, the guy, some of Anshu's colleagues
2448720	2452920	felt quite a bit of pressure to find jobs for this guy inside the bank.
2452920	2455320	Guess what job he landed on, actually.
2455320	2462640	He was one of the guys exporting this Mododipasky style transaction
2462640	2464120	to other banks around the world.
2464120	2464640	Really?
2464640	2465240	Yeah.
2465240	2469440	So, they use Mododipasky transactions.
2469440	2471000	One of the reasons this is so lucrative, right?
2471000	2474160	They use it as a model for things they could do with other banks.
2474160	2474680	What?
2474680	2477840	How is that, what, just to overpay?
2477840	2480920	Well, no, they're basically the...
2480920	2483480	To buy up the debt and overpay for something?
2483480	2484240	No, no, no, no.
2484240	2486600	The MoneyDipasky transaction at its heart is,
2486600	2488000	and again, I think you probably know this already,
2488000	2490320	but there is, it's...
2490320	2493360	So, MoneyDipasky is facing really big losses on these derivatives
2493360	2495720	that Deutsche Bank had cooked up years earlier.
2495720	2497800	And so, they create these new class of derivatives
2497800	2499520	that in the very short term,
2499520	2502200	is going to send a bunch of money to Mododipasky,
2502200	2505440	which allows them to pretend to kind of conceal the losses
2505440	2506520	that they would otherwise be facing.
2506640	2508400	Is the Antivenet apart?
2508400	2509240	No, Antivenet...
2509240	2510600	That's Santorini.
2510600	2511480	That's Santorini.
2511480	2513520	Antivenet, just get that out of your head.
2513520	2516000	There's the...
2516000	2520200	So, it gives a short-term cash infusion to MoneyDipasky
2520200	2522400	so that they can pretend they didn't actually lose all this money
2522400	2523920	that they really did lost.
2523920	2525400	But then, over the next several years,
2525400	2528640	they have to pay back that money to Deutsche Bank
2528640	2530320	through these other transactions.
2530320	2532600	And as long as they're very profitable,
2532600	2534160	no one will overnet.
2534160	2535640	Obviously, that doesn't work out that way.
2535640	2538080	Anyway, that means the debt just sort of floats
2538080	2541320	without being landing on any books for a while.
2541320	2542360	Yeah, kind of.
2545320	2549800	So, it now becomes clear inside the bank
2549800	2552240	that they're using similar transactions,
2552240	2555120	model in the Mododipasky one, for other banks
2555120	2558680	in places like Brazil and, I forget where else,
2558680	2559680	but a couple other places.
2559680	2560960	I'm using nephew.
2560960	2561800	Yeah.
2562800	2566040	And your dad warns that these, quote,
2566040	2567520	may be a rounding error at this point,
2567520	2569000	but they're growing quickly.
2569000	2570240	Well, that's strange, also,
2570240	2574000	because Anshu claims that he never signed off on this deal,
2574000	2574840	or this...
2574840	2575680	Yeah, that's...
2575680	2577400	I don't know if Anshu signed off on it or not,
2577400	2578720	that he certainly was aware of it.
2578720	2579560	Right.
2579560	2581200	And he had the concerns escalated to him.
2581200	2582040	Yeah.
2582040	2584200	I don't know if he's actually said he was not aware of it.
2584200	2586320	I think that's what Dirk told me.
2586320	2588080	But, you know, that's not, that's...
2588080	2588920	Right.
2588920	2589760	That's not...
2589760	2590600	Okay.
2590720	2591560	Okay.
2592720	2593560	Sorry, Dirk.
2595640	2598000	And so this, I note here, is,
2598000	2600720	this is a very reminiscent of Warren's County.
2600720	2601560	Yeah.
2601560	2603160	Where your dad sees these derivative transactions
2603160	2606880	piling up, they look really bad to him.
2606880	2607720	Yeah.
2607720	2609680	He, like, warns in writing repeatedly,
2609680	2610600	and no one listens.
2610600	2613120	And, sure enough, this, as you know,
2613120	2614640	blows up in Deutsche Bank's face.
2614640	2617600	And one of the pieces of evidence that's then used
2617600	2619680	against the bank and against Faisola
2619720	2622760	is the fact that your dad had warned in writing.
2622760	2623600	His memories.
2623600	2624440	Yeah.
2624440	2625280	Exactly.
2625280	2626480	It's very similar to Warren's County in that regard.
2626480	2631320	And how does that, and Faisola and his wife
2631320	2635480	are obviously close friends of your father and mother.
2635480	2639080	And your dad's gotta be feeling
2640200	2641960	like a little bit guilty about that, I imagine,
2641960	2644120	because he, he...
2644120	2644960	But he told Faisola, no.
2644960	2645800	He wrote.
2645800	2646640	He told Faisola, no.
2646640	2647480	Yeah, right.
2647480	2649400	But now the thing that he put in writing
2649400	2653560	is being used to gin up criminal charges
2653560	2654640	against his good friend.
2656320	2661320	You know, the criminal charges came way later after his death.
2662240	2664080	That's true, but the criminal investigation
2664080	2665880	was well underway, and it was clear at that point
2665880	2668720	that these emails that your dad had sent
2668720	2670840	warning were going to be a problem.
2670840	2672520	They were a crucial piece of evidence.
2672520	2676240	That showed that not only was the bank doing something naughty,
2676240	2678800	but the bank knew that what it was doing was naughty.
2679840	2680760	I mean, that's...
2680760	2681600	Okay.
2682440	2683600	Look, that doesn't mean,
2683600	2685120	that doesn't mean that could prove anything to us.
2685120	2687280	No, I don't, my brain goes directly
2687280	2688680	just Faisola's showing up today.
2688680	2691520	My mother's saying, call McKaley, call McKaley.
2691520	2692360	So...
2692360	2694440	Yeah, I'm not sure there's anything to that other than
2694440	2695920	that they were friends and lived nearby.
2695920	2697680	Just putting out there, this is a tangent
2697680	2699280	that my mind went to.
2699280	2701560	Well, the tangent my mind goes to is that
2701560	2703600	you around this time, having found all the stuff
2703600	2706920	in both of your parents' emails, you emailed Faisola.
2706920	2709840	And you asked him why he thought
2709840	2710880	your dad had killed himself.
2710880	2714240	And Faisola initially deflects the question
2714240	2716680	and suggests that you not read too much
2716680	2720400	into reports of Bill being under investigation.
2720400	2723200	And he says, quote, unfortunately, we live in a world
2723200	2725000	where banks are perceived as evil.
2725000	2726880	And therefore, senior people are unfairly attacked
2726880	2729440	by the media, politicians and regulators.
2729440	2733600	And you keep pressing and Faisola eventually
2733600	2735000	offers a more complete theory
2735000	2737320	about what had been going on inside your dad's head.
2737320	2740840	And it is, quote, I do not think that depression
2740840	2742880	was caused by a specific work situation,
2742880	2745080	but definitely work has contributed to it.
2745080	2746920	And in the last few years, the whole industry
2746920	2749280	has entered a very difficult and dark time.
2749280	2751560	We all got attacked and vilified.
2751560	2753640	I think he realized the end of his generation
2753640	2755280	of managers was approaching.
2755280	2757160	And maybe he could not deal with it.
2757160	2759000	Definitely the fact that in the last two years,
2759000	2761440	he did not have a clear job due to boffin opposition
2761440	2762920	did not help.
2762920	2763760	So...
2763800	2765200	I just didn't like that he blamed boffin.
2765200	2767480	He blamed that the thing that everyone else wants to blame
2767480	2770040	is that he didn't get the, that they blocked him.
2770040	2770880	I didn't like that.
2770880	2772720	And I don't like the fact that he's vilified.
2772720	2773720	I think this is a pretty...
2773720	2774960	He's saying he's being vilified
2774960	2776840	and he's saying my dad's being vilified.
2776840	2777680	And that...
2777680	2778920	Well, he's saying a lot more than that.
2778920	2780520	He's saying bankers are being vilified.
2780520	2781480	That's the first thing he says.
2781480	2782960	That's not the second thing he's saying.
2782960	2787080	He says that there's...
2787080	2789680	He's really saying that, first of all, your dad was depressed.
2789680	2791320	Second of all, there wasn't a specific thing.
2791320	2792440	There was just all of this.
2792560	2794680	There were all these investigations.
2794680	2796360	He's saying, I think he realized
2796360	2797880	the end of the generation of managers
2797880	2799520	was approaching and maybe he could not deal with it.
2799520	2800840	That's fine, Donna, I accept.
2800840	2803160	Which reminds me a lot of what we talked about yesterday.
2803160	2806560	Yeah, with the Dixon fuckers.
2806560	2809480	The Troy Dixon gang of sheds.
2809480	2812760	So this is all beginning to make a little bit more sense
2812760	2813600	to me at this point.
2813600	2815880	And honestly, I think it was making a little more sense
2815880	2816920	to you at the time too, if I recall.
2816920	2818520	This theory is, yes.
2819680	2820800	Okay.
2820800	2821640	So.
2823080	2825000	This one theory, because there are others.
2825000	2827480	But yes, it makes a little sense.
2827480	2828720	Wait, sorry.
2828720	2829760	What's one theory?
2831000	2834960	That this isn't him feeling like it's out of control
2834960	2836960	because he's a generational thing
2836960	2838080	and now he doesn't...
2838080	2839600	People aren't listening to him anymore.
2839600	2840680	He's not the...
2843400	2845640	The statue he had before is the voice of reason
2845640	2847600	where everyone was worshiping him as he asked,
2847600	2848440	Bill, what do we do here?
2848440	2849280	What do we do here?
2849280	2851200	He's being disrespected.
2851200	2854760	He's being circumvented.
2857200	2859840	You know, how have I missed this?
2859840	2861360	I don't know.
2861360	2866360	But I've missed here is your dad's notes.
2868320	2869160	How did we...
2870240	2871720	Because that's when you were at the university club.
2871720	2872880	Yeah.
2872880	2874040	Did we go over that yesterday?
2874040	2874880	Yeah.
2874880	2875720	Oh, we did, okay.
2876800	2878320	Yeah, you were, I'm sorry.
2878360	2881000	So just to reread Anshu's, his note to Anshu now,
2881000	2883240	because I think that's helpful for Remake,
2883240	2885720	continuing to keep in mind the framing of all this
2885720	2887400	in his mind at the time.
2887400	2889880	She says, Anshu, you were so good to me
2889880	2892240	and I've repaid you with carelessness.
2892240	2893480	I've betrayed your trust
2893480	2895760	and hid my horrible nature from you.
2895760	2899080	I can't even begin to fathom the damage I have done.
2899080	2901400	I am eternally sorry and condemned.
2901400	2904120	And then we combine that, take that,
2904120	2906560	which raises obviously a ton of questions.
2906560	2910560	Take that with this nugget from the note he left
2910560	2913320	to your mom and it says, even my career,
2913320	2917400	which was once a source of pride, ended anonymously.
2917400	2919000	I look back at it with shame,
2919000	2922080	another gift that I was careless with and poisoned.
2922080	2925120	My role as a director of DBTCA is burdensome
2925120	2927320	and something I'm not suited for.
2927320	2929200	However, I have to pretend to enjoy it
2929200	2932080	because it is my only remaining source of status.
2932080	2934360	I can't look back, I can't look forward.
2936760	2938240	So that's some heavy shit.
2938240	2940200	But just fucking be careful with that
2940200	2942040	because you're taking the ramblings of a guy
2942040	2943960	that's kind of lost and gone over the edge
2943960	2946160	just before he kills himself.
2946160	2949040	And the self-deprecation and the self-annihilation.
2949040	2949880	That's not self-deprecation.
2949880	2953000	Yeah, the self-hatred is there.
2953000	2954120	It's self-hatred, yeah.
2954120	2956600	Yes, the self-hatred is there and it's present
2956600	2960280	and it's clouding all his judgments, okay?
2960280	2963560	And so it's seeping out into his words, his verbiage,
2963560	2964520	everything.
2964960	2967240	So be careful not to put too much stake in that
2967240	2969600	because sometimes we all get down on ourselves
2969600	2972440	and we hate ourselves and we only see bad shit.
2972440	2974000	And that colors everything else.
2974000	2974840	No.
2974840	2976960	But if you focus on something, if it's not you
2976960	2978600	and you're looking at someone else's...
2978600	2979440	But to the extent that...
2979440	2981840	No, if you're looking at someone else's vomit
2981840	2984040	of self-hatred and you look through it
2984040	2985160	and you find these little pieces
2985160	2988240	that were eaten a long time ago, they're coming out,
2988240	2990720	you can't focus on that as making a data point.
2990720	2993680	That's, first of all, a disgusting analogy.
2993720	2995680	And second of all, I completely,
2995680	2997320	I think that's very smart what you're saying.
2997320	3000280	But to the extent that our goal here
3000280	3003680	is to better understand why your dad killed himself,
3003680	3006920	looking at his self-hatred and how he expresses
3006920	3009160	his self-hatred, I think is highly relevant
3009160	3011480	when it's in the context of all these other data points.
3011480	3012560	So...
3012560	3014000	Right, but that's what I'm afraid of
3014000	3019000	is that we're building a false context of data points,
3019560	3022640	a false house, easily broken, a glass house,
3022680	3024440	one little window could smash it.
3024440	3027640	I'm just not thinking Billy Joel's album, Glass House.
3028680	3029520	Anyway, this...
3029520	3030360	Sorry, you lost me there.
3030360	3031200	No, I just...
3031200	3032040	My mind went on a thing.
3032040	3032880	Okay, so...
3032880	3034120	But no, no, no, but do you get what I'm saying?
3034120	3037120	Just be careful because if you use that,
3037120	3040080	if you use this self-hatred spewage
3040080	3042600	for your data point to support your other theory,
3042600	3046040	I think that it's very wobbly.
3046040	3047760	I mean, you have, if you're going home
3047760	3049800	and you have a terrible day at work
3049800	3051520	and the wife is driving you nuts
3051560	3053240	and the kids are going crazy
3053240	3055080	and then your mom calls and your dad calls
3055080	3056680	and you lost something, you're just like,
3056680	3058520	oh, and then all of a sudden you take it inward
3058520	3061760	and you maybe saw my fault, I'm an asshole, I'm an idiot.
3061760	3063360	And you start writing all this stuff down
3063360	3065040	about just to get it out of you.
3065040	3065880	I'm an asshole, I'm an idiot,
3065880	3068000	I can't believe I did this, it's all my fault.
3068000	3070400	And then you go to sleep and then a few days later
3070400	3071960	you wake up and you feel a lot better,
3071960	3074600	you look back at the thing, you're like, oh my God.
3074600	3076320	I can't believe I blame myself for all this.
3076320	3079520	You know, how ridiculous, this obviously is not my fault.
3079560	3081640	This obviously, my mom's the one that said this,
3081640	3083080	so that's why I reacted like this.
3083080	3085720	And you look back and you use your rational brain,
3085720	3087080	you look through it and you realize
3087080	3090440	this was you expaling an expulsion
3090440	3093080	or expounding all these things
3093080	3094680	that you were inside you at the time.
3094680	3096240	But you don't go through them and use them
3096240	3100440	as a data point to build a theory as to anything else.
3100440	3103400	It's almost irrelevant in that sense.
3103400	3104360	I disagree.
3104360	3105400	Almost irrelevant.
3105400	3107640	The most relevant is the self-hatred
3107640	3110400	in the bigger picture, but the details of the self-hatred,
3110400	3112680	I don't think are that relevant.
3112680	3116320	Except that we know, first of all, they killed himself.
3116320	3119640	And we know what he said to his psychologist,
3119640	3123440	and to his doctor, and numerous of his friends,
3123440	3126840	and his lawyer, and it all says the same thing, Val.
3126840	3127760	Okay.
3127760	3129520	You know what I mean, I agree with you
3129520	3131360	that we shouldn't take these in isolation.
3131360	3132400	We shouldn't. Yeah, yeah.
3132400	3133400	But we're not.
3133400	3138400	I mean, this is a lot of evidence.
3138680	3140000	Okay.
3140000	3140840	I hear you.
3143080	3144240	But it isn't.
3144240	3146360	Like when he says he betrayed Anshun.
3146360	3147960	I don't think he didn't literally betray him.
3147960	3149720	I think he thinks he failed him.
3149720	3151520	Yeah, but why didn't he just say fail?
3151520	3155200	Because he was, you know, obviously a very dark place.
3155200	3157400	And he didn't betray Anshun.
3157400	3158680	Like the...
3158680	3162120	But to someone that doesn't know my father,
3162160	3164520	there's no situation to read this and says betrayed.
3164520	3166640	Oh, clearly, Bill is hiding something.
3166640	3168280	Clearly, David's not writing something.
3168280	3171000	Clearly, Val is holding back something he found in the emails
3171000	3172520	because there's word betrayal in there.
3172520	3175200	By the time I paid 281,
3175200	3176680	Did you get my point?
3176680	3178000	Yes, I understand.
3178000	3181120	How strong that word can be missed.
3181120	3183320	Well, but it's not my word.
3183320	3188320	I know, but how, to a novice reader of this story,
3188760	3191280	in this book, to just see that word and have that pop out,
3191360	3192720	such a loaded word,
3192720	3195680	that they can easily conspiracy theories arise.
3195680	3197840	Val and David are leaving out something very important
3197840	3198680	that Bill's guilty of.
3198680	3200760	Why would he kill himself?
3200760	3202320	Clearly, he did something wrong.
3202320	3203960	Do you know, it's like the fallacy of saying,
3203960	3205880	well, why is Val's mom treating him like this?
3205880	3207520	Clearly, Val did something wrong.
3207520	3208360	You know?
3208360	3212640	The fallacy of, you know, do you get my point?
3212640	3217640	Yeah, except that this is page 281 of a book
3217680	3222680	that has your dad's rise and fall
3223040	3225640	as one of its central narrative backbones.
3225640	3228160	And I do not think anyone can be taking anything out of context
3228160	3229000	to this one in the book.
3229000	3232000	I just wanted to let you see what your thoughts are on that.
3232000	3233920	And express my thoughts.
3233920	3238400	You know, it's a risk in my head, it's a risk.
3238400	3240560	Well, but I'm trying to manage.
3240560	3241400	Yeah, I hear you.
3241400	3243120	But I mean, to me, like,
3243560	3248440	I'm not bothered by that risk.
3248440	3253440	I think the risk is there's no way to ignore what he wrote.
3253760	3255440	And you put it in a lot of context
3255440	3256560	and it belongs a lot.
3256560	3259240	But you could add an opposing viewpoint.
3259240	3260080	What's the opposing viewpoint?
3260080	3261920	What I just told you.
3261920	3263160	No one's suggesting he betrayed him.
3263160	3265880	There's, I think in his head,
3265880	3268320	he probably felt like he had failed, though.
3268320	3269440	That makes more sense.
3269440	3270960	But he didn't use the word fail.
3270960	3274280	Well, he used the word carelessness.
