start	end	text
1849980	1851980	while feeling him up.
1851980	1855980	And so Bill yells and then starts chasing them.
1855980	1857980	And he tackles one of them.
1857980	1858980	He tackles her.
1858980	1861980	And they are rolling around on a dirty sidewalk.
1861980	1863980	Bill trying to get his money back.
1863980	1867980	The prostitute gets presumably screaming until the cops came and broke it up.
1867980	1868980	That's funny.
1868980	1869980	Yeah.
1869980	1870980	Oh, that's great.
1870980	1871980	Did he get the money back?
1871980	1872980	He got the money back.
1872980	1873980	The cops gave it back.
1873980	1874980	Gave him the money back.
1874980	1875980	Wow.
1875980	1876980	Um, okay.
1876980	1880980	So, and again, I'm just doing this based on the way I've got this structured
1880980	1881980	right now.
1881980	1883980	So we're taking a little break chronologically.
1883980	1884980	That's great.
1884980	1885980	I didn't know that.
1885980	1886980	That's funny.
1886980	1889980	And we rewind to January 1976.
1889980	1891980	Bill's never told that story.
1891980	1893980	Never heard that.
1893980	1895980	Um, so we go, you're born.
1895980	1896980	Okay.
1896980	1897980	In Kiev.
1897980	1900980	Uh, to Allah and Alexander.
1900980	1906980	Um, I described that wonderful black and white photo that you have of them at the party.
1906980	1909980	Um, are you going to include these photos?
1909980	1910980	I don't know.
1910980	1911980	I don't know.
1911980	1912980	I mean, you can, you can if you want.
1912980	1913980	Okay, cool.
1913980	1914980	That's good.
1914980	1915980	I don't really know how that works.
1915980	1918980	I think for these purposes, I think it would be good to be able to do that.
1918980	1927980	Um, so, uh, Allah was, uh, I don't know if you know how much you know about this history
1927980	1930980	of Russian Jews in the seventies and early eighties.
1930980	1931980	Yeah.
1931980	1936980	I mean, so they, she after get graduate from college follows like a felt a fairly well
1936980	1943980	worn path gets an Israeli exit visa, uh, goes to first Vienna and then Rome, which it's
1943980	1944980	weird.
1944980	1946980	Like I never realized this until I started looking into your story.
1946980	1950980	Like that's a million other people did the exact same thing.
1950980	1954980	Not just leaving Russia, but going to Vienna and then Rome and then getting waiting in
1954980	1957980	Rome for getting those exit visas or is not.
1957980	1958980	Yeah.
1958980	1959980	It wasn't, you know, it wasn't easy.
1959980	1964980	But I heard the stories of selling my grandfather's medals and World War II medals and bribing
1964980	1966980	everyone along the way.
1966980	1967980	Yep.
1967980	1972980	And just looking, going back to like old news stories at the time, you can see people
1972980	1978980	like in very similar situation situations to your family at the time, like fleeing for
1978980	1981980	the same reason and following the exact same geographical path.
1981980	1986980	And so, uh, and in fact, a lot of them ending up in Chicago as well, which is obviously.
1986980	1987980	That's strange.
1987980	1989980	Why Chicago of all places?
1989980	1999980	I think it's just the, I mean, there's a local newspaper in 1978 or 1979 actually, which
1999980	2005980	is the same year your family arrived there, uh, described it as this is a local community
2005980	2008980	leader or the head of the Jewish community centers in Chicago told the local newspaper
2008980	2010980	that it's a mass exodus.
2010980	2012980	They're all coming here.
2012980	2019980	Um, so this is where things get a little bit ugly as you know.
2019980	2025980	And, um, so your mom is working in the Stanley Corsac department store.
2025980	2026980	Your mom gets a job.
2026980	2027980	She has two jobs.
2027980	2032980	One is a cocktail waitress and the other is working in this luxury good store on the
2032980	2034980	magnificent mile in Chicago.
2034980	2036980	This is this store is called Stanley Corsac.
2036980	2037980	Right.
2037980	2038980	She was selling for coats.
2038980	2042980	And I think her job actually as far as I can tell was creating displays.
2042980	2044980	So she was, um, right?
2044980	2045980	Yeah.
2045980	2046980	She did the windows.
2046980	2047980	Yeah.
2047980	2048980	The window displays exactly.
2048980	2049980	Well, that's okay.
2049980	2052980	Uh, Marie, you know the jewels are?
2052980	2057980	I saw some over on some of those little pop mango pods over there where my phone plugged
2057980	2058980	in.
2058980	2059980	Yeah.
2059980	2060980	Yeah.
2060980	2061980	The actual.
2061980	2063980	And also we need to.
2063980	2065980	Here I'm just going to.
2065980	2066980	Right.
2066980	2067980	Okay.
2067980	2070980	You got to keep a secret.
2070980	2071980	Okay.
2071980	2072980	It's off.
2072980	2073980	Okay.
2073980	2075980	So we'll just be careful.
2075980	2076980	Wait.
2076980	2077980	Sorry.
2077980	2078980	Say that again.
2078980	2083980	I'm not mentioning Marie.
2083980	2084980	Yeah.
2084980	2085980	Yeah.
2085980	2086980	Totally.
2086980	2087980	I mean, that's not chronologically.
2087980	2090980	That's like the very end of the pace we're going.
2090980	2092980	We'll get there in about two weeks.
2092980	2093980	Oh, okay.
2093980	2095980	So we're very careful talking to the camera.
2095980	2097980	So we don't know who you are.
2097980	2098980	Oh, I see.
2098980	2099980	So you.
2099980	2100980	Oh, shit.
2100980	2102980	So I, that's actually a good point.
2102980	2104980	I walked in here and was like, hi, Marie.
2104980	2105980	Yeah.
2105980	2106980	It's fine.
2106980	2107980	I mean, there's no.
2107980	2108980	Yeah.
2108980	2109980	Because.
2109980	2110980	For now.
2110980	2111980	Well, she might.
2111980	2112980	I don't know.
2112980	2113980	It's fine.
2113980	2114980	Don't worry.
2114980	2115980	I totally know what you're saying.
2115980	2116980	And that's not.
2116980	2117980	Yeah.
2117980	2118980	We just want to protect her for now until.
2118980	2119980	We just let my mom.
2119980	2120980	Um.
2120980	2121980	All that is not good.
2121980	2122980	I'm just here.
2122980	2123980	This thing.
2123980	2124980	She's not going to see that.
2124980	2125980	I mean.
2125980	2127980	This is going to like be what?
2127980	2128980	Let's do it.
2128980	2129980	That's actually happened.
2129980	2130980	It's going to be watched by a lot of people.
2130980	2131980	But not.
2131980	2132980	It's going to be in conjunction with.
2132980	2133980	Yeah.
2133980	2135980	But it's not like imminent in both control.
2135980	2136980	Over.
2136980	2137980	Anyway, it doesn't matter.
2137980	2138980	We're.
2138980	2139980	I like the word.
2139980	2140980	It's not imminent.
2140980	2141980	Um.
2141980	2142980	But just be careful.
2142980	2143980	Would you want me to get.
2143980	2144980	I couldn't get to the cafe.
2144980	2145980	No.
2145980	2146980	No.
2146980	2147980	I just mean.
2147980	2148980	Like.
2148980	2149980	I mentioned.
2149980	2150980	No.
2150980	2151980	The other jewels.
2151980	2152980	And all of a sudden.
2152980	2153980	Like someone.
2153980	2154980	Honestly, they do.
2154980	2155980	I.
2155980	2156980	Marie.
2156980	2157980	Like.
2157980	2158980	But it fell.
2158980	2159980	By the time this airs.
2159980	2160980	Let's say.
2160980	2161980	Well, but.
2161980	2162980	But just to be clear.
2162980	2164980	In again, the camera's off right now.
2164980	2165980	So.
2165980	2167980	Although your phone might still be recorded.
2167980	2168980	It's still.
2168980	2169980	Just turn it off.
2169980	2170980	Okay.
2170980	2171980	Um.
